id,label,facial_expression
Anushka Sharma_43.jpg,Anushka Sharma,happy
Billie Eilish_80.jpg,Billie Eilish,happy
Hrithik Roshan_4.jpg,Hrithik Roshan,neutral
Robert Downey Jr_67.jpg,Robert Downey Jr,neutral
Dwayne Johnson_44.jpg,Dwayne Johnson,neutral
Priyanka Chopra_100.jpg,Priyanka Chopra,neutral
Hrithik Roshan_2.jpg,Hrithik Roshan,neutral
Hugh Jackman_20.jpg,Hugh Jackman,happy
Jessica Alba_28.jpg,Jessica Alba,happy
Tom Cruise_27.jpg,Tom Cruise,happy
Natalie Portman_77.jpg,Natalie Portman,happy
Brad Pitt_100.jpg,Brad Pitt,surprise
Vijay Deverakonda_111.jpg,Vijay Deverakonda,happy
Elizabeth Olsen_25.jpg,Elizabeth Olsen,happy
Tom Cruise_42.jpg,Tom Cruise,happy
Brad Pitt_113.jpg,Brad Pitt,happy
Andy Samberg_60.jpg,Andy Samberg,happy
Alexandra Daddario_46.jpg,Alexandra Daddario,neutral
Robert Downey Jr_9.jpg,Robert Downey Jr,happy
Margot Robbie_38.jpg,Margot Robbie,happy
Zac Efron_67.jpg,Zac Efron,neutral
Margot Robbie_41.jpg,Margot Robbie,happy
Priyanka Chopra_36.jpg,Priyanka Chopra,happy
Robert Downey Jr_69.jpg,Robert Downey Jr,happy
Andy Samberg_57.jpg,Andy Samberg,happy
Vijay Deverakonda_50.jpg,Vijay Deverakonda,happy
Vijay Deverakonda_4.jpg,Vijay Deverakonda,fear
Natalie Portman_66.jpg,Natalie Portman,happy
Hrithik Roshan_30.jpg,Hrithik Roshan,angry
Dwayne Johnson_8.jpg,Dwayne Johnson,sad
Virat Kohli_15.jpg,Virat Kohli,happy
Vijay Deverakonda_93.jpg,Vijay Deverakonda,happy
Robert Downey Jr_56.jpg,Robert Downey Jr,happy
Anushka Sharma_8.jpg,Anushka Sharma,happy
Claire Holt_77.jpg,Claire Holt,happy
Hrithik Roshan_41.jpg,Hrithik Roshan,sad
Akshay Kumar_42.jpg,Akshay Kumar,happy
Courtney Cox_45.jpg,Courtney Cox,happy
Marmik_17.jpg,Marmik,neutral
Hugh Jackman_105.jpg,Hugh Jackman,happy
Akshay Kumar_44.jpg,Akshay Kumar,neutral
Vijay Deverakonda_100.jpg,Vijay Deverakonda,neutral
Alia Bhatt_33.jpg,Alia Bhatt,happy
Natalie Portman_104.jpg,Natalie Portman,happy
Tom Cruise_28.jpg,Tom Cruise,happy
Jessica Alba_99.jpg,Jessica Alba,happy
Brad Pitt_64.jpg,Brad Pitt,happy
Jessica Alba_40.jpg,Jessica Alba,happy
Brad Pitt_14.jpg,Brad Pitt,neutral
Jessica Alba_68.jpg,Jessica Alba,happy
Claire Holt_58.jpg,Claire Holt,sad
Charlize Theron_27.jpg,Charlize Theron,neutral
Alia Bhatt_24.jpg,Alia Bhatt,happy
Elizabeth Olsen_63.jpg,Elizabeth Olsen,happy
Roger Federer_23.jpg,Roger Federer,happy
Alexandra Daddario_19.jpg,Alexandra Daddario,neutral
Claire Holt_19.jpg,Claire Holt,sad
Jessica Alba_76.jpg,Jessica Alba,happy
Zac Efron_0.jpg,Zac Efron,neutral
Dwayne Johnson_35.jpg,Dwayne Johnson,happy
Hrithik Roshan_87.jpg,Hrithik Roshan,neutral
Ellen Degeneres_46.jpg,Ellen Degeneres,happy
Dwayne Johnson_6.jpg,Dwayne Johnson,sad
Alexandra Daddario_11.jpg,Alexandra Daddario,happy
Jessica Alba_78.jpg,Jessica Alba,neutral
Billie Eilish_54.jpg,Billie Eilish,happy
Camila Cabello_80.jpg,Camila Cabello,fear
Hugh Jackman_16.jpg,Hugh Jackman,happy
Hugh Jackman_58.jpg,Hugh Jackman,happy
Hugh Jackman_28.jpg,Hugh Jackman,happy
Elizabeth Olsen_46.jpg,Elizabeth Olsen,fear
Robert Downey Jr_37.jpg,Robert Downey Jr,happy
Charlize Theron_19.jpg,Charlize Theron,happy
Vijay Deverakonda_78.jpg,Vijay Deverakonda,happy
Tom Cruise_47.jpg,Tom Cruise,sad
Elizabeth Olsen_18.jpg,Elizabeth Olsen,happy
Jessica Alba_103.jpg,Jessica Alba,neutral
Priyanka Chopra_69.jpg,Priyanka Chopra,happy
Margot Robbie_7.jpg,Margot Robbie,happy
Henry Cavill_105.jpg,Henry Cavill,angry
Natalie Portman_2.jpg,Natalie Portman,happy
Henry Cavill_30.jpg,Henry Cavill,happy
Courtney Cox_35.jpg,Courtney Cox,happy
Robert Downey Jr_2.jpg,Robert Downey Jr,neutral
Anushka Sharma_19.jpg,Anushka Sharma,neutral
Brad Pitt_19.jpg,Brad Pitt,surprise
Courtney Cox_21.jpg,Courtney Cox,happy
Camila Cabello_37.jpg,Camila Cabello,sad
Anushka Sharma_49.jpg,Anushka Sharma,neutral
Amitabh Bachchan_73.jpg,Amitabh Bachchan,neutral
Natalie Portman_89.jpg,Natalie Portman,happy
Hugh Jackman_79.jpg,Hugh Jackman,happy
Jessica Alba_58.jpg,Jessica Alba,neutral
Akshay Kumar_10.jpg,Akshay Kumar,neutral
Brad Pitt_119.jpg,Brad Pitt,happy
Natalie Portman_29.jpg,Natalie Portman,neutral
Andy Samberg_49.jpg,Andy Samberg,happy
Hrithik Roshan_8.jpg,Hrithik Roshan,neutral
Claire Holt_88.jpg,Claire Holt,happy
Amitabh Bachchan_49.jpg,Amitabh Bachchan,happy
Andy Samberg_82.jpg,Andy Samberg,happy
Amitabh Bachchan_54.jpg,Amitabh Bachchan,neutral
Camila Cabello_3.jpg,Camila Cabello,neutral
Lisa Kudrow_29.jpg,Lisa Kudrow,happy
Amitabh Bachchan_3.jpg,Amitabh Bachchan,angry
Priyanka Chopra_99.jpg,Priyanka Chopra,happy
Billie Eilish_28.jpg,Billie Eilish,neutral
Margot Robbie_10.jpg,Margot Robbie,happy
Priyanka Chopra_63.jpg,Priyanka Chopra,sad
Hrithik Roshan_29.jpg,Hrithik Roshan,neutral
Henry Cavill_102.jpg,Henry Cavill,neutral
Hrithik Roshan_43.jpg,Hrithik Roshan,angry
Amitabh Bachchan_35.jpg,Amitabh Bachchan,neutral
Anushka Sharma_32.jpg,Anushka Sharma,happy
Margot Robbie_40.jpg,Margot Robbie,happy
Lisa Kudrow_58.jpg,Lisa Kudrow,happy
Andy Samberg_22.jpg,Andy Samberg,angry
Claire Holt_59.jpg,Claire Holt,happy
Elizabeth Olsen_6.jpg,Elizabeth Olsen,neutral
Zac Efron_2.jpg,Zac Efron,happy
Akshay Kumar_22.jpg,Akshay Kumar,happy
Camila Cabello_52.jpg,Camila Cabello,neutral
Roger Federer_8.jpg,Roger Federer,neutral
Courtney Cox_51.jpg,Courtney Cox,happy
Robert Downey Jr_88.jpg,Robert Downey Jr,happy
Robert Downey Jr_102.jpg,Robert Downey Jr,neutral
Andy Samberg_70.jpg,Andy Samberg,neutral
Hugh Jackman_29.jpg,Hugh Jackman,happy
Alia Bhatt_45.jpg,Alia Bhatt,happy
Courtney Cox_55.jpg,Courtney Cox,happy
Hugh Jackman_24.jpg,Hugh Jackman,happy
Henry Cavill_64.jpg,Henry Cavill,happy
Henry Cavill_101.jpg,Henry Cavill,angry
Elizabeth Olsen_50.jpg,Elizabeth Olsen,happy
Alia Bhatt_5.jpg,Alia Bhatt,happy
Brad Pitt_50.jpg,Brad Pitt,happy
Vijay Deverakonda_1.jpg,Vijay Deverakonda,happy
Ellen Degeneres_35.jpg,Ellen Degeneres,happy
Brad Pitt_46.jpg,Brad Pitt,happy
Jessica Alba_33.jpg,Jessica Alba,happy
Courtney Cox_63.jpg,Courtney Cox,neutral
Courtney Cox_0.jpg,Courtney Cox,happy
Andy Samberg_78.jpg,Andy Samberg,happy
Hrithik Roshan_79.jpg,Hrithik Roshan,angry
Brad Pitt_27.jpg,Brad Pitt,neutral
Camila Cabello_57.jpg,Camila Cabello,neutral
Natalie Portman_8.jpg,Natalie Portman,happy
Camila Cabello_21.jpg,Camila Cabello,happy
Lisa Kudrow_68.jpg,Lisa Kudrow,happy
Alexandra Daddario_87.jpg,Alexandra Daddario,happy
Brad Pitt_59.jpg,Brad Pitt,happy
Andy Samberg_44.jpg,Andy Samberg,happy
Jessica Alba_14.jpg,Jessica Alba,happy
Natalie Portman_37.jpg,Natalie Portman,happy
Elizabeth Olsen_4.jpg,Elizabeth Olsen,happy
Henry Cavill_42.jpg,Henry Cavill,neutral
Natalie Portman_24.jpg,Natalie Portman,sad
Camila Cabello_42.jpg,Camila Cabello,neutral
Dwayne Johnson_31.jpg,Dwayne Johnson,happy
Hrithik Roshan_50.jpg,Hrithik Roshan,sad
Hugh Jackman_8.jpg,Hugh Jackman,happy
Vijay Deverakonda_40.jpg,Vijay Deverakonda,happy
Elizabeth Olsen_42.jpg,Elizabeth Olsen,happy
Billie Eilish_18.jpg,Billie Eilish,fear
Lisa Kudrow_20.jpg,Lisa Kudrow,happy
Zac Efron_65.jpg,Zac Efron,neutral
Natalie Portman_90.jpg,Natalie Portman,happy
Elizabeth Olsen_35.jpg,Elizabeth Olsen,neutral
Hugh Jackman_23.jpg,Hugh Jackman,neutral
Andy Samberg_48.jpg,Andy Samberg,neutral
Hugh Jackman_85.jpg,Hugh Jackman,happy
Virat Kohli_22.jpg,Virat Kohli,happy
Priyanka Chopra_35.jpg,Priyanka Chopra,happy
Henry Cavill_12.jpg,Henry Cavill,sad
Robert Downey Jr_82.jpg,Robert Downey Jr,neutral
Charlize Theron_6.jpg,Charlize Theron,happy
Dwayne Johnson_57.jpg,Dwayne Johnson,angry
Amitabh Bachchan_57.jpg,Amitabh Bachchan,neutral
Margot Robbie_43.jpg,Margot Robbie,happy
Claire Holt_33.jpg,Claire Holt,neutral
Alexandra Daddario_55.jpg,Alexandra Daddario,happy
Jessica Alba_73.jpg,Jessica Alba,neutral
Alexandra Daddario_60.jpg,Alexandra Daddario,neutral
Zac Efron_80.jpg,Zac Efron,angry
Jessica Alba_17.jpg,Jessica Alba,happy
Hugh Jackman_34.jpg,Hugh Jackman,happy
Henry Cavill_6.jpg,Henry Cavill,happy
Hugh Jackman_106.jpg,Hugh Jackman,neutral
Margot Robbie_56.jpg,Margot Robbie,happy
Jessica Alba_64.jpg,Jessica Alba,happy
Tom Cruise_0.jpg,Tom Cruise,happy
Camila Cabello_44.jpg,Camila Cabello,fear
Alexandra Daddario_29.jpg,Alexandra Daddario,neutral
Natalie Portman_38.jpg,Natalie Portman,angry
Virat Kohli_47.jpg,Virat Kohli,happy
Billie Eilish_32.jpg,Billie Eilish,neutral
Margot Robbie_0.jpg,Margot Robbie,neutral
Vijay Deverakonda_17.jpg,Vijay Deverakonda,angry
Ellen Degeneres_31.jpg,Ellen Degeneres,neutral
Robert Downey Jr_26.jpg,Robert Downey Jr,neutral
Hugh Jackman_7.jpg,Hugh Jackman,happy
Anushka Sharma_25.jpg,Anushka Sharma,happy
Camila Cabello_85.jpg,Camila Cabello,happy
Vijay Deverakonda_83.jpg,Vijay Deverakonda,happy
Lisa Kudrow_30.jpg,Lisa Kudrow,neutral
Vijay Deverakonda_0.jpg,Vijay Deverakonda,angry
Robert Downey Jr_14.jpg,Robert Downey Jr,angry
Camila Cabello_72.jpg,Camila Cabello,happy
Charlize Theron_50.jpg,Charlize Theron,happy
Vijay Deverakonda_5.jpg,Vijay Deverakonda,sad
Margot Robbie_1.jpg,Margot Robbie,neutral
Priyanka Chopra_39.jpg,Priyanka Chopra,happy
Hugh Jackman_69.jpg,Hugh Jackman,happy
Alia Bhatt_14.jpg,Alia Bhatt,sad
Robert Downey Jr_80.jpg,Robert Downey Jr,neutral
Hugh Jackman_71.jpg,Hugh Jackman,happy
Camila Cabello_26.jpg,Camila Cabello,angry
Charlize Theron_61.jpg,Charlize Theron,happy
Marmik_30.jpg,Marmik,happy
Zac Efron_77.jpg,Zac Efron,happy
Tom Cruise_49.jpg,Tom Cruise,happy
Camila Cabello_34.jpg,Camila Cabello,happy
Tom Cruise_26.jpg,Tom Cruise,happy
Claire Holt_84.jpg,Claire Holt,neutral
Claire Holt_7.jpg,Claire Holt,happy
Anushka Sharma_9.jpg,Anushka Sharma,neutral
Jessica Alba_19.jpg,Jessica Alba,neutral
Natalie Portman_31.jpg,Natalie Portman,neutral
Henry Cavill_65.jpg,Henry Cavill,happy
Alia Bhatt_31.jpg,Alia Bhatt,happy
Camila Cabello_60.jpg,Camila Cabello,sad
Kashyap_18.jpg,Kashyap,neutral
Akshay Kumar_32.jpg,Akshay Kumar,angry
Hrithik Roshan_85.jpg,Hrithik Roshan,fear
Jessica Alba_55.jpg,Jessica Alba,happy
Courtney Cox_66.jpg,Courtney Cox,happy
Ellen Degeneres_36.jpg,Ellen Degeneres,happy
Dwayne Johnson_32.jpg,Dwayne Johnson,angry
Lisa Kudrow_31.jpg,Lisa Kudrow,happy
Jessica Alba_11.jpg,Jessica Alba,happy
Priyanka Chopra_30.jpg,Priyanka Chopra,fear
Akshay Kumar_46.jpg,Akshay Kumar,sad
Hugh Jackman_70.jpg,Hugh Jackman,happy
Lisa Kudrow_36.jpg,Lisa Kudrow,happy
Margot Robbie_47.jpg,Margot Robbie,happy
Hugh Jackman_12.jpg,Hugh Jackman,happy
Roger Federer_21.jpg,Roger Federer,happy
Brad Pitt_41.jpg,Brad Pitt,happy
Elizabeth Olsen_60.jpg,Elizabeth Olsen,happy
Akshay Kumar_34.jpg,Akshay Kumar,angry
Anushka Sharma_58.jpg,Anushka Sharma,happy
Hrithik Roshan_93.jpg,Hrithik Roshan,happy
Kashyap_19.jpg,Kashyap,happy
Billie Eilish_43.jpg,Billie Eilish,sad
Henry Cavill_37.jpg,Henry Cavill,happy
Priyanka Chopra_52.jpg,Priyanka Chopra,happy
Amitabh Bachchan_22.jpg,Amitabh Bachchan,happy
Billie Eilish_96.jpg,Billie Eilish,angry
Billie Eilish_68.jpg,Billie Eilish,happy
Lisa Kudrow_8.jpg,Lisa Kudrow,happy
Henry Cavill_13.jpg,Henry Cavill,happy
Elizabeth Olsen_66.jpg,Elizabeth Olsen,happy
Camila Cabello_51.jpg,Camila Cabello,happy
Priyanka Chopra_49.jpg,Priyanka Chopra,happy
Tom Cruise_23.jpg,Tom Cruise,neutral
Alexandra Daddario_16.jpg,Alexandra Daddario,neutral
Brad Pitt_61.jpg,Brad Pitt,happy
Ellen Degeneres_40.jpg,Ellen Degeneres,happy
Lisa Kudrow_52.jpg,Lisa Kudrow,happy
Brad Pitt_26.jpg,Brad Pitt,happy
Henry Cavill_78.jpg,Henry Cavill,happy
Roger Federer_64.jpg,Roger Federer,angry
Courtney Cox_13.jpg,Courtney Cox,happy
Vijay Deverakonda_66.jpg,Vijay Deverakonda,happy
Henry Cavill_29.jpg,Henry Cavill,angry
Claire Holt_69.jpg,Claire Holt,fear
Henry Cavill_56.jpg,Henry Cavill,happy
Priyanka Chopra_85.jpg,Priyanka Chopra,happy
Virat Kohli_41.jpg,Virat Kohli,sad
Jessica Alba_74.jpg,Jessica Alba,neutral
Vijay Deverakonda_81.jpg,Vijay Deverakonda,neutral
Natalie Portman_93.jpg,Natalie Portman,neutral
Priyanka Chopra_53.jpg,Priyanka Chopra,sad
Camila Cabello_39.jpg,Camila Cabello,neutral
Dwayne Johnson_16.jpg,Dwayne Johnson,happy
Camila Cabello_74.jpg,Camila Cabello,happy
Natalie Portman_68.jpg,Natalie Portman,neutral
Hugh Jackman_62.jpg,Hugh Jackman,happy
Billie Eilish_61.jpg,Billie Eilish,fear
Alexandra Daddario_37.jpg,Alexandra Daddario,happy
Tom Cruise_3.jpg,Tom Cruise,neutral
Henry Cavill_82.jpg,Henry Cavill,angry
Claire Holt_78.jpg,Claire Holt,sad
Vijay Deverakonda_43.jpg,Vijay Deverakonda,neutral
Natalie Portman_55.jpg,Natalie Portman,neutral
Alia Bhatt_16.jpg,Alia Bhatt,happy
Charlize Theron_21.jpg,Charlize Theron,happy
Andy Samberg_4.jpg,Andy Samberg,happy
Akshay Kumar_14.jpg,Akshay Kumar,happy
Courtney Cox_17.jpg,Courtney Cox,happy
Kashyap_6.jpg,Kashyap,happy
Camila Cabello_64.jpg,Camila Cabello,happy
Claire Holt_73.jpg,Claire Holt,sad
Billie Eilish_20.jpg,Billie Eilish,neutral
Alia Bhatt_44.jpg,Alia Bhatt,neutral
Alia Bhatt_29.jpg,Alia Bhatt,neutral
Anushka Sharma_67.jpg,Anushka Sharma,neutral
Billie Eilish_40.jpg,Billie Eilish,fear
Hugh Jackman_33.jpg,Hugh Jackman,happy
Elizabeth Olsen_70.jpg,Elizabeth Olsen,happy
Henry Cavill_85.jpg,Henry Cavill,happy
Vijay Deverakonda_74.jpg,Vijay Deverakonda,neutral
Elizabeth Olsen_41.jpg,Elizabeth Olsen,neutral
Virat Kohli_25.jpg,Virat Kohli,sad
Hrithik Roshan_54.jpg,Hrithik Roshan,sad
Jessica Alba_20.jpg,Jessica Alba,happy
Margot Robbie_54.jpg,Margot Robbie,happy
Priyanka Chopra_67.jpg,Priyanka Chopra,happy
Jessica Alba_48.jpg,Jessica Alba,happy
Natalie Portman_87.jpg,Natalie Portman,happy
Margot Robbie_71.jpg,Margot Robbie,fear
Zac Efron_23.jpg,Zac Efron,happy
Andy Samberg_38.jpg,Andy Samberg,happy
Anushka Sharma_59.jpg,Anushka Sharma,happy
Kashyap_4.jpg,Kashyap,neutral
Hugh Jackman_18.jpg,Hugh Jackman,happy
Charlize Theron_74.jpg,Charlize Theron,happy
Priyanka Chopra_41.jpg,Priyanka Chopra,happy
Priyanka Chopra_34.jpg,Priyanka Chopra,neutral
Hrithik Roshan_52.jpg,Hrithik Roshan,sad
Alexandra Daddario_41.jpg,Alexandra Daddario,neutral
Zac Efron_36.jpg,Zac Efron,happy
Charlize Theron_24.jpg,Charlize Theron,neutral
Jessica Alba_54.jpg,Jessica Alba,happy
Alexandra Daddario_12.jpg,Alexandra Daddario,happy
Priyanka Chopra_19.jpg,Priyanka Chopra,happy
Henry Cavill_63.jpg,Henry Cavill,happy
Robert Downey Jr_53.jpg,Robert Downey Jr,happy
Kashyap_13.jpg,Kashyap,happy
Henry Cavill_25.jpg,Henry Cavill,happy
Alexandra Daddario_66.jpg,Alexandra Daddario,neutral
Vijay Deverakonda_80.jpg,Vijay Deverakonda,angry
Courtney Cox_57.jpg,Courtney Cox,neutral
Priyanka Chopra_27.jpg,Priyanka Chopra,happy
Kashyap_10.jpg,Kashyap,happy
Courtney Cox_77.jpg,Courtney Cox,happy
Ellen Degeneres_56.jpg,Ellen Degeneres,happy
Brad Pitt_23.jpg,Brad Pitt,happy
Charlize Theron_16.jpg,Charlize Theron,neutral
Akshay Kumar_24.jpg,Akshay Kumar,happy
Dwayne Johnson_34.jpg,Dwayne Johnson,happy
Robert Downey Jr_34.jpg,Robert Downey Jr,happy
Amitabh Bachchan_67.jpg,Amitabh Bachchan,happy
Anushka Sharma_46.jpg,Anushka Sharma,happy
Priyanka Chopra_62.jpg,Priyanka Chopra,happy
Priyanka Chopra_65.jpg,Priyanka Chopra,neutral
Brad Pitt_96.jpg,Brad Pitt,happy
Akshay Kumar_37.jpg,Akshay Kumar,happy
Hrithik Roshan_20.jpg,Hrithik Roshan,neutral
Camila Cabello_53.jpg,Camila Cabello,neutral
Courtney Cox_24.jpg,Courtney Cox,happy
Priyanka Chopra_78.jpg,Priyanka Chopra,happy
Alia Bhatt_74.jpg,Alia Bhatt,happy
Natalie Portman_28.jpg,Natalie Portman,neutral
Ellen Degeneres_25.jpg,Ellen Degeneres,happy
Andy Samberg_37.jpg,Andy Samberg,happy
Brad Pitt_104.jpg,Brad Pitt,neutral
Hrithik Roshan_59.jpg,Hrithik Roshan,angry
Elizabeth Olsen_19.jpg,Elizabeth Olsen,neutral
Virat Kohli_24.jpg,Virat Kohli,angry
Andy Samberg_50.jpg,Andy Samberg,neutral
Alia Bhatt_13.jpg,Alia Bhatt,neutral
Natalie Portman_78.jpg,Natalie Portman,happy
Priyanka Chopra_95.jpg,Priyanka Chopra,neutral
Elizabeth Olsen_38.jpg,Elizabeth Olsen,happy
Claire Holt_18.jpg,Claire Holt,neutral
Courtney Cox_38.jpg,Courtney Cox,happy
Dwayne Johnson_7.jpg,Dwayne Johnson,happy
Alia Bhatt_20.jpg,Alia Bhatt,neutral
Tom Cruise_37.jpg,Tom Cruise,happy
Zac Efron_8.jpg,Zac Efron,angry
Courtney Cox_70.jpg,Courtney Cox,happy
Natalie Portman_82.jpg,Natalie Portman,neutral
Robert Downey Jr_77.jpg,Robert Downey Jr,fear
Natalie Portman_86.jpg,Natalie Portman,neutral
Tom Cruise_24.jpg,Tom Cruise,happy
Vijay Deverakonda_90.jpg,Vijay Deverakonda,happy
Ellen Degeneres_60.jpg,Ellen Degeneres,happy
Lisa Kudrow_41.jpg,Lisa Kudrow,happy
Vijay Deverakonda_84.jpg,Vijay Deverakonda,fear
Hugh Jackman_3.jpg,Hugh Jackman,happy
Jessica Alba_13.jpg,Jessica Alba,happy
Natalie Portman_26.jpg,Natalie Portman,neutral
Claire Holt_42.jpg,Claire Holt,fear
Zac Efron_7.jpg,Zac Efron,neutral
Courtney Cox_12.jpg,Courtney Cox,happy
Tom Cruise_57.jpg,Tom Cruise,happy
Andy Samberg_55.jpg,Andy Samberg,happy
Zac Efron_49.jpg,Zac Efron,neutral
Zac Efron_68.jpg,Zac Efron,happy
Hugh Jackman_55.jpg,Hugh Jackman,happy
Andy Samberg_90.jpg,Andy Samberg,neutral
Kashyap_2.jpg,Kashyap,sad
Lisa Kudrow_45.jpg,Lisa Kudrow,happy
Amitabh Bachchan_29.jpg,Amitabh Bachchan,neutral
Jessica Alba_26.jpg,Jessica Alba,neutral
Courtney Cox_10.jpg,Courtney Cox,happy
Roger Federer_36.jpg,Roger Federer,angry
Andy Samberg_24.jpg,Andy Samberg,neutral
Zac Efron_35.jpg,Zac Efron,neutral
Jessica Alba_56.jpg,Jessica Alba,happy
Hrithik Roshan_12.jpg,Hrithik Roshan,neutral
Courtney Cox_4.jpg,Courtney Cox,happy
Hugh Jackman_21.jpg,Hugh Jackman,happy
Brad Pitt_88.jpg,Brad Pitt,happy
Courtney Cox_1.jpg,Courtney Cox,sad
Andy Samberg_77.jpg,Andy Samberg,happy
Brad Pitt_11.jpg,Brad Pitt,happy
Dwayne Johnson_18.jpg,Dwayne Johnson,happy
Charlize Theron_67.jpg,Charlize Theron,happy
Courtney Cox_52.jpg,Courtney Cox,happy
Zac Efron_58.jpg,Zac Efron,neutral
Jessica Alba_101.jpg,Jessica Alba,happy
Roger Federer_38.jpg,Roger Federer,angry
Margot Robbie_48.jpg,Margot Robbie,happy
Charlize Theron_57.jpg,Charlize Theron,happy
Hugh Jackman_10.jpg,Hugh Jackman,neutral
Charlize Theron_25.jpg,Charlize Theron,happy
Henry Cavill_93.jpg,Henry Cavill,neutral
Tom Cruise_50.jpg,Tom Cruise,neutral
Dwayne Johnson_43.jpg,Dwayne Johnson,happy
Robert Downey Jr_5.jpg,Robert Downey Jr,happy
Courtney Cox_9.jpg,Courtney Cox,happy
Hrithik Roshan_75.jpg,Hrithik Roshan,happy
Vijay Deverakonda_49.jpg,Vijay Deverakonda,angry
Robert Downey Jr_58.jpg,Robert Downey Jr,happy
Roger Federer_9.jpg,Roger Federer,sad
Alexandra Daddario_78.jpg,Alexandra Daddario,neutral
Claire Holt_53.jpg,Claire Holt,happy
Robert Downey Jr_3.jpg,Robert Downey Jr,neutral
Hrithik Roshan_26.jpg,Hrithik Roshan,angry
Courtney Cox_75.jpg,Courtney Cox,happy
Andy Samberg_63.jpg,Andy Samberg,happy
Courtney Cox_71.jpg,Courtney Cox,happy
Hugh Jackman_48.jpg,Hugh Jackman,happy
Camila Cabello_17.jpg,Camila Cabello,angry
Charlize Theron_7.jpg,Charlize Theron,happy
Jessica Alba_24.jpg,Jessica Alba,happy
Courtney Cox_54.jpg,Courtney Cox,neutral
Henry Cavill_14.jpg,Henry Cavill,happy
Roger Federer_12.jpg,Roger Federer,angry
Alexandra Daddario_90.jpg,Alexandra Daddario,happy
Alia Bhatt_77.jpg,Alia Bhatt,happy
Robert Downey Jr_36.jpg,Robert Downey Jr,happy
Lisa Kudrow_62.jpg,Lisa Kudrow,happy
Tom Cruise_32.jpg,Tom Cruise,happy
Robert Downey Jr_95.jpg,Robert Downey Jr,neutral
Priyanka Chopra_68.jpg,Priyanka Chopra,happy
Akshay Kumar_29.jpg,Akshay Kumar,sad
Camila Cabello_43.jpg,Camila Cabello,neutral
Ellen Degeneres_19.jpg,Ellen Degeneres,happy
Robert Downey Jr_24.jpg,Robert Downey Jr,happy
Claire Holt_39.jpg,Claire Holt,angry
Jessica Alba_8.jpg,Jessica Alba,happy
Akshay Kumar_18.jpg,Akshay Kumar,neutral
Marmik_16.jpg,Marmik,neutral
Vijay Deverakonda_94.jpg,Vijay Deverakonda,happy
Margot Robbie_37.jpg,Margot Robbie,happy
Henry Cavill_89.jpg,Henry Cavill,happy
Camila Cabello_82.jpg,Camila Cabello,happy
Brad Pitt_57.jpg,Brad Pitt,happy
Margot Robbie_68.jpg,Margot Robbie,happy
Hugh Jackman_97.jpg,Hugh Jackman,happy
Alexandra Daddario_80.jpg,Alexandra Daddario,happy
Claire Holt_13.jpg,Claire Holt,fear
Andy Samberg_34.jpg,Andy Samberg,happy
Margot Robbie_35.jpg,Margot Robbie,happy
Hugh Jackman_82.jpg,Hugh Jackman,neutral
Henry Cavill_60.jpg,Henry Cavill,happy
Zac Efron_19.jpg,Zac Efron,happy
Akshay Kumar_21.jpg,Akshay Kumar,angry
Courtney Cox_20.jpg,Courtney Cox,happy
Alia Bhatt_75.jpg,Alia Bhatt,happy
Lisa Kudrow_34.jpg,Lisa Kudrow,happy
Priyanka Chopra_77.jpg,Priyanka Chopra,happy
Ellen Degeneres_41.jpg,Ellen Degeneres,neutral
Vijay Deverakonda_63.jpg,Vijay Deverakonda,neutral
Jessica Alba_92.jpg,Jessica Alba,happy
Claire Holt_32.jpg,Claire Holt,neutral
Billie Eilish_64.jpg,Billie Eilish,neutral
Brad Pitt_30.jpg,Brad Pitt,happy
Alia Bhatt_57.jpg,Alia Bhatt,happy
Henry Cavill_54.jpg,Henry Cavill,happy
Amitabh Bachchan_7.jpg,Amitabh Bachchan,neutral
Courtney Cox_23.jpg,Courtney Cox,happy
Vijay Deverakonda_89.jpg,Vijay Deverakonda,happy
Natalie Portman_61.jpg,Natalie Portman,happy
Virat Kohli_26.jpg,Virat Kohli,happy
Elizabeth Olsen_5.jpg,Elizabeth Olsen,happy
Kashyap_11.jpg,Kashyap,neutral
Billie Eilish_94.jpg,Billie Eilish,neutral
Alia Bhatt_21.jpg,Alia Bhatt,happy
Anushka Sharma_38.jpg,Anushka Sharma,sad
Claire Holt_85.jpg,Claire Holt,happy
Lisa Kudrow_5.jpg,Lisa Kudrow,happy
Billie Eilish_29.jpg,Billie Eilish,angry
Robert Downey Jr_57.jpg,Robert Downey Jr,neutral
Lisa Kudrow_57.jpg,Lisa Kudrow,happy
Hugh Jackman_84.jpg,Hugh Jackman,happy
Hugh Jackman_37.jpg,Hugh Jackman,happy
Brad Pitt_0.jpg,Brad Pitt,happy
Ellen Degeneres_6.jpg,Ellen Degeneres,happy
Anushka Sharma_11.jpg,Anushka Sharma,neutral
Brad Pitt_13.jpg,Brad Pitt,happy
Vijay Deverakonda_54.jpg,Vijay Deverakonda,happy
Lisa Kudrow_51.jpg,Lisa Kudrow,neutral
Zac Efron_73.jpg,Zac Efron,neutral
Charlize Theron_63.jpg,Charlize Theron,neutral
Virat Kohli_35.jpg,Virat Kohli,neutral
Courtney Cox_74.jpg,Courtney Cox,happy
Henry Cavill_28.jpg,Henry Cavill,happy
Lisa Kudrow_44.jpg,Lisa Kudrow,happy
